method,best_params,best_val_score,test_score,holdout_recall5,holdout_p95_ms,elapsed_s,n_evals,n_pruned,notes
grid,"{'metric': 'l2', 'svd_dim': None, 'normalize': False, 'hybrid_weight': 0.81, 'candidate_k': 25}",0.7164580171329297,0.5649195404103965,0.648888888888889,106.59665502607821,791.0231296999846,48,0,"discrete grid, 48 cells, full eval per cell"
bohb,"{'metric': 'l2', 'svd_dim': None, 'normalize': False, 'hybrid_weight': 0.825010554641318, 'candidate_k': 25}",0.7169574562837061,0.5649195404103965,0.648888888888889,128.4690549073275,1637.7197153999005,27,53,"TPE + HyperbandPruner, ladder (30, 60, 120, 240)"
tpe_bayesian,"{'metric': 'l2', 'svd_dim': None, 'normalize': False, 'hybrid_weight': 0.8102310529569093, 'candidate_k': 24}",0.7166351232738053,0.5646231643969631,0.6322222222222222,101.97853494901209,1349.0490589999827,80,0,"TPE multivariate, 80 trials (matches original D1 study)"
random,"{'metric': 'l2', 'svd_dim': None, 'normalize': False, 'hybrid_weight': 0.7296061783380641, 'candidate_k': 34}",0.714085016329575,0.560972152938028,0.6266666666666667,105.13849996495992,1435.7973139999667,80,0,"random sampling, 80 trials, full eval per trial"
hyperband,"{'metric': 'l2', 'svd_dim': None, 'normalize': False, 'hybrid_weight': 0.7296061783380641, 'candidate_k': 34}",0.714085016329575,0.560972152938028,0.6266666666666667,102.27188490680417,1111.0811601000605,18,62,"Random + HyperbandPruner, ladder (60, 120, 240)"
